Name__English_,Name__Chinese_,Region_of_Focus,Language,Entity_owner__English_,Entity_owner__Chinese_,Parent_entity__English_,Parent_entity__Chinese_,X__Twitter__handle,X__Twitter__URL,X__Twitter__Follower__
Zhang Ziyu (Shannon Zhang),,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ShannonZ666,https://twitter.com/ShannonZ666,78
Shao Zheng,,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,shao_zheng,https://twitter.com/shao_zheng,2583
Shaoxing: A Gateway to China's History,,Zhejiang,English,China Daily Press,中国日报社,Shaoxing Municipal People's Government,绍兴市人民政府,ShaoxingCity,https://twitter.com/ShaoxingCity,48700
Shen Shiwei,沈诗伟,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,shen_shiwei,https://twitter.com/shen_shiwei,91500
CRI Myanmar,,Myanmar,Burmese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,shenqihaodianzi,https://twitter.com/shenqihaodianzi,10
Center.Sichuan,,Sichuan,English,"Sichuan Daily Online Media Development Co., Ltd.",四川日报网络传媒发展有限公司,Sichuan Provincial Committee,中共四川省委,SichuanDaily,https://twitter.com/SichuanDaily,6026
Sixth Tone,,Shanghai,English,Shanghai United Media Group (SUMG),上海报业集团,Shanghai Municipal Committee,中共上海市委,SixthTone,https://twitter.com/SixthTone,80300
Kankan News,看看新闻Knews,Shanghai,Chinese,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,SMGKankanews,https://twitter.com/SMGKankanews,498
Space Town Wenchang,文昌网,Hainan,Chinese,unknown,,unknown,,Spacewenchang,https://twitter.com/Spacewenchang,3402
Hua Chunying,华春莹,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,SpokespersonCHN,https://twitter.com/SpokespersonCHN,"2,200,000"
Hu Zhaoming,胡兆明,Anglosphere,English,International Liaison Department,中共中央对外联络部,Central Committee of the Communist Party of China,中国共产党中央委员会,SpokespersonHZM,https://twitter.com/SpokespersonHZM,9208
Liu Pengyu,刘鹏宇,USA,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,SpoxCHNinUS,https://twitter.com/SpoxCHNinUS,6350
Yue Xiaoyong,岳晓勇,Afghanistan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,stuartyueh,https://twitter.com/stuartyueh,2877
Ye Xinhua (Suad Ye),叶心心,MENA,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,suadye,https://twitter.com/suadye,122
Sun Weide,孙伟德,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,sun_weide,https://twitter.com/sun_weide,6239
Su Yuting,苏钰婷,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,SuYuting8,https://twitter.com/SuYuting8,1239
Suzhou Wuzhong,苏州吴中,Anglosphere,English,Suzhou Wuzhong District People's Government,苏州市吴中区人民政府,Suzhou Municipal Committee,中共苏州市委,SuzhouWuzhong,https://twitter.com/SuzhouWuzhong,9020
CRI Swahili,,East African Community,Swahili,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,SWAHILICRI,https://twitter.com/SWAHILICRI,42
Meng Zhe,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,SXiaochuan258,https://twitter.com/SXiaochuan258,1009
Ta Kung News,大公報-大公網,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),香港大公文匯傳媒集團有限公司,Hong Kong Liaison Office of the Central Government ,香港中联办,TakungNews,https://twitter.com/TakungNews,2122
Ta Kung Wen Wei,大公文匯網,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),香港大公文匯傳媒集團有限公司,Hong Kong Liaison Office of the Central Government ,香港中联办,takungwenwei_hk,https://twitter.com/takungwenwei_hk,34600
China Mosaic,,Anglosphere,English,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,theChinaMosaic,https://twitter.com/theChinaMosaic,37
CGTN The Link,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,thelinkoncgtn,https://twitter.com/TheLinkOnCGTN,1068
"Paper, The",澎湃新闻,Shanghai,Chinese,Shanghai United Media Group (SUMG),上海报业集团,Shanghai Municipal Committee,中共上海市委,thepapercn,https://twitter.com/thepapercn,23100
CGTN The Point with Liu Xin,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,thepoint_CGTN,https://twitter.com/thepoint_CGTN,397
Dong Xue (Serena Dong),董雪,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,theserenadong,https://twitter.com/theserenadong,20900
Guangdong Today,,Guangdong,English,"Nanfang Daily Newspaper Group Co.,Ltd",南方报业传媒集团,Guangdong Provincial Committee,中共广东省委,thisisGBA,https://twitter.com/thisisGBA,83300
T-House,茶馆论道,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,thouse_opinions,https://twitter.com/thouse_opinions,118800
He Tianran,何天然,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,tianranhe,https://twitter.com/tianranhe,56
Tian Wei,田薇,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,tianwei,https://twitter.com/tianwei,6333
Tibet Today,,Tibet,English,China Daily Press,中国日报社,Tibet Autonomous Region People's Government,西藏自治区人民政府,TibetTodayCN,https://twitter.com/TibetTodayCN,6069
Tide News,潮新闻,Zhejiang,Chinese,Zhejiang Daily Newspaper Group,浙江日报报业集团,Zhejiang Provincial Committee,中共浙江省委,TideNewsZJ,https://twitter.com/TideNewsZJ,6396
Today Review,今日正言,Hong Kong,Cantonese,AcMedia Limited,正傳媒有限公司,unknown,,Todayreview_hk,https://twitter.com/Todayreview_hk,290
Tong Shuo,通說,Hong Kong,Chinese,Hong Kong China News Agency,香港中通社,United Front Work Department,中共中央统一战线工作部,Tong_Shuo,https://twitter.com/Tong_Shuo,11600
Tong Media HK,通傳媒,Hong Kong,Chinese,Hong Kong China News Agency,香港中通社,United Front Work Department,中共中央统一战线工作部,TongMediaHK,https://twitter.com/TongMediaHK,5693
Sun Xueying (Teresa Sun / Un Té con Teresa),,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,UnTeresa,https://twitter.com/UnTeresa,122
Li Yimei (Vica Li),李伊湄,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,VicaLi18,https://twitter.com/VicaLi18,1707
Visit Chongqing,,Anglosphere,English,unknown,,unknown,,visitchongqing,https://twitter.com/visitchongqing,1906
Visit Sanya,,Hainan,English,Sanya Tourism Board,三亚市旅游发展局,Sanya Municipal People's Government,三亚市人民政府,VisitSanya,https://twitter.com/VisitSanya,120400
Friendly Shandong,好客山东网,Shandong,English,Shandong Provincial Department of Culture and Tourism,山东省文化和旅游厅,Shandong Provincial People's Government,山东省人民政府山,VisitShandong,https://twitter.com/VisitShandong,12600
"Suzhou, China",,Jiangsu,English,"Suzhou Municipal Bureau of Culture, Radio, Television and Tourism",苏州市文化广电和旅游局,Suzhou Municipal People's Government,苏州市人民政府,VisitSuzhou,https://twitter.com/VisitSuzhou,237800
Wang Xuejing,王雪靖,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WANG_XUE_JING,https://twitter.com/WANG_XUE_JING,955
Wang Guan (Michael Wang),王冠,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WangGuanBeijing,https://twitter.com/wangguanbeijing,22700
Wang Jialei,王家雷,Bolivia,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WangJialei4,https://twitter.com/WangJialei4,5011
Wang Jian,,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WangJianPaco,https://twitter.com/WangJianPaco,9655
Wang Xiaohui,王晓辉,Anglosphere,English,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,wangxh65,https://twitter.com/wangxh65,26100
Wang Xianfeng,王险峰,Pakistan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WangXianfeng8,https://twitter.com/WangXianfeng8,10100
Yang Wanming,楊萬明,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WanmingYang,https://twitter.com/WanmingYang,82100
Wave Media,,Shanghai,English,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,WaveMedia2022,https://twitter.com/WaveMedia2022,283
Wei Qiang,,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,weiasecas,https://twitter.com/weiasecas,18700
Wei Hongtian,,Grenada,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WeiHongtian,https://twitter.com/WeiHongtian,624
Wang Wenwen,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,WenwenWang1127,https://twitter.com/WenwenWang1127,12800
Where Zhengzhou,,Anglosphere,English,Zhengzhou Media Group,郑州报业集团,Zhengzhou Municipal Party Committee,中共郑州市委,Where_Zhengzhou,https://twitter.com/Where_Zhengzhou,14900
CGTN World Insight with Tian Wei,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WorldInsight_TW,https://twitter.com/WorldInsight_TW,2916
Wang QH,,Maldives,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WQHChina,https://twitter.com/WQHChina,372
Wang Tianyu (Evan Wang),,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,wty510,https://twitter.com/wty510,7
Wu Gang,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WuGang_CX,https://twitter.com/WuGang_CX,1178
Li Wuji,,Panama,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,wuji_li,https://twitter.com/wuji_li,902
Wu Lei,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,wulei2020,https://twitter.com/wulei2020,2428
Wu Peng,吴鹏,African Union,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WuPeng_MFAChina,https://twitter.com/WuPeng_MFAChina,34200
"Wuxi, China",魅力無錫,Anglosphere,English,China Daily Press,中国日报社,Wuxi Municipal People's Government,无锡市人民政府,WuxiCity,https://twitter.com/WuxiCity,60300
Xu Xinchen (Gerald Xinchen),徐新晨,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,xgx91,https://twitter.com/xgx91,630
Chine Nouvelle,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHChineNouvelle,https://twitter.com/XHChineNouvelle,16700
Xinhua Japanese,中国 新華社 日本語,Japan,Japanese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHJapanese,https://twitter.com/XHJapanese,56400
Xinhua News Agency,新华社,China,Chinese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHNews,https://twitter.com/XHNews,"11,900,000"
Xinhua North America,,USA,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHNorthAmerica,https://twitter.com/XHNorthAmerica,35100
Xinhua Sci-Tech,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHscitech,https://twitter.com/xhscitech,98700
Xinhua Sports,新华体育,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHSports,https://twitter.com/XHSports,870400
Xie Yongjun,解勇军,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,XIEYongjun_CHN,https://twitter.com/XIEYongjun_CHN,53500
Xinhua Africa,,Kenya,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,xinhua_africa,https://twitter.com/xinhua_africa,617
Xinhua Chinese,新华社（中文）,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XinhuaChinese,https://twitter.com/XinhuaChinese,"1,300,000"
Xinhua Myanmar (မြန်မာ),,Myanmar,Burmese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XinhuaMyanmar,https://twitter.com/XinhuaMyanmar,12500
Xinhua Net,新华网,China,Chinese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XinhuanetNews,https://twitter.com/XinhuanetNews,2753
Shang Yang (Sylvia Shang),,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,xinhuasylvia,https://twitter.com/xinhuasylvia,17
Xinhua Culture & Travel,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,xinhuatravel,https://twitter.com/xinhuatravel,710100
Xinjiang Channel,中国新疆网,Xinjiang,English,"Wuzhou Communication Co., Ltd.",五洲传播有限公司,State Council Information Office (SCIO),国务院新闻办公室,xinjiangchannel,https://twitter.com/xinjiangchannel,12400
Zhang Xinran,张欣然,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,xinranz98,https://twitter.com/xinranz98,570
Xi's moments,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,XisMoments,https://twitter.com/XisMoments,"102,000"
Xue Jian,薛剑,Japan,Japanese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,xuejianosaka,https://twitter.com/xuejianosaka,70300
Xu Li,,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,XuLi52940770,https://twitter.com/XuLi52940770,728
Xu Zeyu Philip,徐泽宇,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XuZeyu_Philip,https://twitter.com/XuZeyu_Philip,67800
Saina (Amy Saina),赛娜,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,amysaina,https://twitter.com/xxxsaina,75
Yang Zhiyu,,UK,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,yang_zhiyu1979,https://twitter.com/yang_zhiyu1979,745
Liu Yang,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,yangliuxh,https://twitter.com/yangliuxh,5933
Yang Rui,杨锐,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,yangrui88,https://twitter.com/yangrui88,32
Yang Zhao,杨钊,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,YangZha42341102,https://twitter.com/YangZha42341102,661
Yao Fei,,Hispanophone,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,YaoFei9,https://twitter.com/YaoFei9,2135
Xu Yawen,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,yawenxu17,https://twitter.com/yawenxu17,3086
Ruan Yaying,小汤圆,Algeria,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,YayingRUAN,https://twitter.com/YayingRUAN,3859
Yu Dunhai,,Malta,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,YDunhai,https://twitter.com/YDunhai,20100
Yicai,第一财经,Shanghai,English,Shanghai Media Group (SMG),上海文化广播影视集团有限公司,Shanghai Municipal Committee,中共上海市委,yicaichina,https://twitter.com/yicaichina,235700
Yicai Global,一财全球,Shanghai,English,Shanghai Media Group (SMG),上海文化广播影视集团有限公司,Shanghai Municipal Committee,中共上海市委,yicaiglobalCN,https://twitter.com/yicaiglobalCN,534
Song Yichu,,Pakistan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,YichuSong,https://twitter.com/YichuSong,193
Yang Yiding,,Norway,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,YidingYang_MFA,https://twitter.com/YidingYang_MFA,1555
Zhang Yikang (Kathie Zhang / 新米ママ・いーかん),,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Yikangmama,https://twitter.com/Yikangmama,291
Zhang Yiwen,张怡雯,Hispanophone,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,yiwen_zh,https://twitter.com/yiwen_zh,2118
Liu Fangqiang (Oliver Liu),,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,YoloOliver1,https://twitter.com/YoloOliver1,28100
Jiang Yuan (J'Y Pense),,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Yuanjia33107056,https://twitter.com/Yuanjia33107056,32
Zhao Yunfei,赵云飞,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Yunfei_Zh,https://twitter.com/Yunfei_Zh,1155
Ji Yuqiao,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,yuqiaoji,https://twitter.com/yuqiaoji,3
Yan Xiusheng,延秀生,Barbados,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,YXiusheng,https://twitter.com/YXiusheng,8723
Zou Yue,邹悦,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,YZOUTWEETS,https://twitter.com/YZOUTWEETS,371500
Zha Liyou,查立友,India,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ZhaLiyou,https://twitter.com/ZhaLiyou,25600
Zhang Heqing,张和清,Pakistan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,zhang_heqing,https://twitter.com/zhang_heqing,353200
Zhang Xi,,Panama,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Zhang_Xi77,https://twitter.com/Zhang_Xi77,1995
Zhang Buxin,张步新,Cuba,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,zhangbuxin,https://twitter.com/zhangbuxin,1307
Zhanhao,占豪,China,Chinese,Wuhan Ruiying New Media Culture Communication Co.,武汉睿瀛新媒文化传播有限责任公司,Hubei Self-Media Association,湖北省自媒体协会,zhanhao668,https://twitter.com/zhanhao668,2426
Zhao Baogang,,African Union,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,zhaobaogang2011,https://twitter.com/zhaobaogang2011,3914
Zhao Ying,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ZhaoYing_CRI,https://twitter.com/ZhaoYing_CRI,408
Zhengguan News,正观新闻,Henan,English,Zhengzhou Media Group,郑州报业集团,Zhengzhou Municipal Party Committee,中共郑州市委,ZhengguanNews,https://twitter.com/ZhengguanNews,15900
Zheng Junfeng,郑峻峰,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ZhengJunfeng1,https://twitter.com/ZhengJunfeng1,413
Shen Zhifei,,Lithuania,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ZhifeiShen,https://twitter.com/ZhifeiShen,539
Chinese Embassy in Belarus,中国驻白俄罗斯大使馆,Belarus,Belarusian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ZhongBai2020,https://twitter.com/ZhongBai2020,7403
Zhong Shi,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ZhongShi_CGTN,https://twitter.com/ZhongShi_CGTN,932
Zhou Li,周莉,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,Zhou_Li_CHN,https://twitter.com/Zhou_Li_CHN,17200
Zhu Jingyang,,Colombia,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,zhu_jingyang,https://twitter.com/zhu_jingyang,9288
Wang Zichen,王子辰,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,ZichenWanghere,https://twitter.com/ZichenWanghere,28600
Zeng Ziyi,曾子绎,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ziyi_zeng,https://twitter.com/ziyi_zeng,355
Zhao Lijian,赵立坚,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,zlj517,https://twitter.com/zlj517,"1,900,000"
CGTN Zoom In,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ZoomIn_CGTN,https://twitter.com/ZoomIn_CGTN,109
Zhang Shilei (Sheila Zhang),,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ZShilei,https://twitter.com/ZShilei,367
